S.Aci16581III	S.Aci16581III
S.SmiP16B1I	S.SmiP16B1I
S.Smi12261SI	S.Smi12261SI
M.Smo310I	M.Smo310I
M.Smo310I	M.Cdi13748I
M.Smo310II	M.Smo310II
SmoLI	SmoLI
SmoLII	SmoLII
M1.SmoLII	M1.SmoLII
M2.SmoLII	M2.SmoLII
M2.SmoLII	Pba2294IA
M1.SmoLVII	M1.SmoLVII
M1.SmoLVII	M.Ast2IV
M1.SmoLVII	M3.CisBK32II
S.Smu10923I	S.Smu10923I
S.Smu11034I	S.Smu11034I
Smu11034II	Smu11034II
Smu11034II	FspPK15I
Smu11034II	Ran11014IV
S.Smu11343I	S.Smu11343I
M.Smu11343II	M.Smu11343II
S1.Smu11343II	S1.Smu11343II
S2.Smu11343II	S2.Smu11343II
S3.Smu11343II	S3.Smu11343II
S.Smu11343III	S.Smu11343III
S.Smu11343IV	S.Smu11343IV
M.Smu13833I	M.Smu13833I
M.SmuMDI	M.SmuMDI
M.SmuMDI	M.Apa1590I
M.SmuMDI	M.BfaSIII
M.SmuMDI	M.Efa4125III
S.Smy11118I	S.Smy11118I
M.Sna507I	M.Sna507I
S.Sna507III	S.Sna507III
S.Sna507IV	S.Sna507IV
S.Sna507IV	S.Rgu109400II
S.Sna507V	S.Sna507V
M.Sna507VI	M.Sna507VI
M.Sna507VI	M.Psp65A3I
S1.Sna507VI	S1.Sna507VI
S2.Sna507VI	S2.Sna507VI
S2.Sna507VI	S1.Pme10897I
S.Sna507VII	S.Sna507VII
S.Sna24252II	S.Sna24252II
M.Sna24252III	M.Sna24252III
S.Sna24252III	S.Sna24252III
S.Sna24252IV	S.Sna24252IV
SnaBI	SnaBI
M.SnaBI	M.SnaBI
S.Sni2001I	S.Sni2001I
S.Sni2001II	S.Sni2001II
S1.BceD122I	S1.BceD122I
S2.BceD122I	S2.BceD122I
M.BceD122II	M.BceD122II
S.BceDQ01I	S.BceDQ01I
S.BceENTI	S.BceENTI
S.BceENTI	S.Bcl8716II
S.BceH111I	S.BceH111I
S.BceH111I	S.Yfr418I
M.BceJII	M.BceJII
M.BceJIII	M.BceJIII
M.BceJIII	M.EcoGIX
S.BceM3II	S.BceM3II
M.BceM3III	M.BceM3III
M.BceM3III	M.EclHC3I
M.BceM3III	M.PinP30V
S.BceMH19I	S.BceMH19I
S.BceMH19I	S.BceM3I
S.BceMH19I	S.Bsu21228I
S.BceMH19II	S.BceMH19II
M2.BceNI	M2.BceNI
M2.BceNI	M1.BpsBEMII
M2.BceNI	M1.Bth238III
M2.BceNI	M1.Bth426III
M2.BceNI	M1.LhoZ1I
M2.BceNI	M1.Pae95I
M2.BceNI	M1.Pae12449I
M2.BceNI	M1.Pap126I
M2.BceNI	M1.Pol10860II
M2.BceNI	M1.PspABC1I
S.BceNI	S.BceNI
M.BceSI	M.BceSI
BceSII	BceSII
M.BceSII	M.BceSII
BceSIII	BceSIII
M1.BceSIII	M1.BceSIII
M2.BceSIII	M2.BceSIII
BceSIV	BceSIV
M.BceSIV	M.BceSIV
M.BceSIV	M.CthV
M.BceSIV	M.EfaRFI
M.BceSIV	M.TacII
M.BceSIV	M.Saf8902II
M.BceSVII	M.BceSVII
S.BceSW2I	S.BceSW2I
M.BceSW2II	M.BceSW2II
M.BceSW2II	M.BaeII
M.BceSW2II	M.Fgo11401II
BcgI	BcgI
S.Bci2610I	S.Bci2610I
BclI	BclI
M.BclI	M.BclI
M.BclI	M.Cpa18696I
S.Bcl8716I	S.Bcl8716I
M.Bcl8716III	M.Bcl8716III
M.Bcl8716III	M.Bsu36II
BcnI	BcnI
M1.BcnI	M1.BcnI
M1.BcnI	M.TvoV
M2.BcnI	M2.BcnI
S.Bco217II	S.Bco217II
S.Bco217III	S.Bco217III
M.Bco7050I	M.Bco7050I
M.Bco7050II	M.Bco7050II
M.Bco7050II	M.Bam69I
M.Bco7050II	M.Bam79I
M.Bco7050II	M.BceM3I
M.Bco7050II	M.BceSVI
M.Bco7050II	M.Bcl8716I
M.Bco7050II	M.Bco217I
M.Bco7050II	M.Bfi10335II
M.Bco7050II	M.BmeD34I
M.Bco7050II	M.Bpu6033I
M.Bco7050II	M.BscXIII
M.Bco7050II	M.BsiB28I
M.Bco7050II	M.Bsu21228I
M.Bco7050II	M.BsuGFR12I
M.Bco7050II	M.Bve316I
M.Bco7050II	M.BveMV2I
M.Bco7050II	M.BveNKG1I
M.Bco7050II	M.Cpa598II
M.Bco7050II	M.Mhy10571III
M.Bco7050II	M.Pwy18344I
S.Bco7050II	S.Bco7050II
S.Bco7050II	S.Bco217I
S.Bco7050III	S.Bco7050III
S.Bco11035I	S.Bco11035I
Bco11035III	Bco11035III
BcoDI	BcoDI
M1.BcoDI	M1.BcoDI
M2.BcoDI	M2.BcoDI
S.BcoHY1I	S.BcoHY1I
S.BcoHY1II	S.BcoHY1II
M.BcoSlacII	M.BcoSlacII
S.Bde10295I	S.Bde10295I
M.Bde10295II	M.Bde10295II
M.Bde10295II	M.Pmi1037I
M.Bde10295II	M.PspW6195II
S.Bdi7I	S.Bdi7I
M.Bdo17855I	M.Bdo17855I
S2.Bdo17855II	S2.Bdo17855II
S2.Bdo17855II	S2.BdoJR01I
S2.Bdo17855II	S2.BdoJR03I
S2.Bdo17855II	S2.BdoJR05IV
S2.Bdo17855II	S2.Pdo1047II
S.Bdo17855III	S.Bdo17855III
S1.Bdo17855IV	S1.Bdo17855IV
S1.Bdo17855IV	S1.BdoJR04III
M.BdoB079I	M.BdoB079I
S.Cje265III	S.Cje265III
S.Cje265III	S.Cje11827I
S.Cje265III	S.Cje13257I
S.Cje265III	S.Cje13268II
S.Cje265IV	S.Cje265IV
S.Cje265IV	S.Cje12109II
S.Cje265IV	S.Hca13221IV
S.Cje328I	S.Cje328I
M.Cje11351IV	M.Cje11351IV
M.Cje11848II	M.Cje11848II
M.Cje11914I	M.Cje11914I
M.Cje11914I	M.Cje11917II
S.Cje11914I	S.Cje11914I
S.Cje11914II	S.Cje11914II
S.Cje11917I	S.Cje11917I
S.Cje11917II	S.Cje11917II
M.Cje11925III	M.Cje11925III
S.Cje13105II	S.Cje13105II
S.Cje13105II	S.Cco11366II
S.Cje13105III	S.Cje13105III
S.Cje13105III	S.Cje11925I
S.Cje13105III	S.Cje13259I
S.Cje13105III	S.Cla11352I
S.Cje13105III	S.Csu24374II
S.Cje13268III	S.Cje13268III
M.Cje13268VI	M.Cje13268VI
M.Cje13268VI	M.Cje11924IV
M.Cje13459I	M.Cje13459I
S.Cje13459I	S.Cje13459I
M.Cje13459II	M.Cje13459II
S.Cje13459II	S.Cje13459II
M.Cje13492II	M.Cje13492II
M.Cje13492III	M.Cje13492III
S.CjeC13255II	S.CjeC13255II
CjeIAIII	CjeIAIII
S.Cko25III	S.Cko25III
S.Eco137II	S.Eco137II
S.Eco137II	S.LspNIH3I
Eco293II	Eco293II
Eco293II	CfrMH13II
Eco293II	Csa9238II
Eco293II	Ecl35734I
Eco293II	Eco4465II
Eco293II	Eco9009II
Eco293II	Eco9020I
Eco293II	Eco9034II
Eco293II	Eco9035I
Eco293II	Eco13127II
Eco293II	EcoOS292II
Eco293II	Pru8113I
S.Eco544I	S.Eco544I
M.Eco889I	M.Eco889I
M.Eco889I	M.Sen43845IV
S.Eco889I	S.Eco889I
S.Eco889I	S.Eco11474III
S.Eco889I	S.Sen43845IV
M.Eco1109II	M.Eco1109II
M.Eco1109II	M.Ecl50II
M.Eco1109II	M.Eco9003II
M.Eco1109II	M.Sen58I
S.Eco1272I	S.Eco1272I
Eco1524I	Eco1524I
Eco1524I	AatI
S.Eco3110I	S.Eco3110I
S.Eco3133III	S.Eco3133III
S.Eco3133III	S.Sbo1247I
S.Eco3133III	S.Sbo8576I
S.Eco3133III	S.Sbo8700I
S.Eco3133III	S.Sbo9770II
S.Eco3133III	S.Sbo9850I
S.Eco3133III	S.Sbo12985I
S.Eco3133III	S.SboSH135I
S.Eco3133III	S.Sdy3162I
S.Eco3133III	S.Sdy4522I
S.Eco3133III	S.Sdy9752I
S.Eco3133III	S.Sdy11868I
S.Eco3133III	S.Sma10211I
S.Eco3133III	S.Kpn435I
S.Eco3198I	S.Eco3198I
S.Eco3198I	S.Pmi284II
S.Eco3274I	S.Eco3274I
S.Eco3274I	S.Eco10974I
S.Eco3274I	S.EcoA34I
S.Eco3274I	S.Sbo2708I
S.Eco3274I	S.Sbo9733I
S.Eco3274I	S.Sbo9734I
S.Eco3274I	S.Sbo12034II
S.Eco3274I	S.Sbo35965II
S.Eco3274I	S.Sdy10954I
S.Eco3274I	S.Sen255III
S.Eco3274I	S.Sen0537II
S.Eco3274I	S.Sen10729II
S.Eco3274I	S.Sen18747III
S.Eco3317II	S.Eco3317II
S.Eco3317II	S.Eco4431I
S.Eco3317II	S.Eco9088I
S.Eco3317II	S.EcosA5II
S.Eco3317II	S.Efe1499II
M1.Eco3925I	M1.Eco3925I
M2.Eco3925I	M2.Eco3925I
S.Eco7362I	S.Eco7362I
S.Eco7362I	S.EcoDH5aCI
M.Eco7926II	M.Eco7926II
Erh7999I	Erh7999I
Erh7999I	Mla10359I
M.EsaDix5I	M.EsaDix5I
M.EsaDix5I	M.Llu27648II
M.EsaDix5I	M.Sth20745I
M.EsaDix5I	M.Tam77409I
M.EsaDix5I	M.Asp24188I
M.EsaDix5I	M.Asp146I
M.EsaDix5I	M.Esp103II
S.EsaSP1I	S.EsaSP1I
EsaWC1I	EsaWC1I
M.Esp3I	M.Esp3I
S.Esp169I	S.Esp169I
S.Esp375I	S.Esp375I
Esp1396I	Esp1396I
M.Esp1396I	M.Esp1396I
M.Esp1396I	M.PflMI
M.Esp1396I	M.Mcu11656I
Esp3007I	Esp3007I
Esp3007I	AteTI
Esp3007I	Awo1030IV
Esp3007I	CcoMI
Esp3007I	Lpl520I
Esp3007I	Lbr449I
Esp3007I	RflFIII
Esp3007I	RlaII
Esp3007I	Vat11830I
M.Esp3131I	M.Esp3131I
EspCI	EspCI
M.EspSDW2I	M.EspSDW2I
S.Est123I	S.Est123I
S.Est123II	S.Est123II
S.Est123III	S.Est123III
S.Est123IV	S.Est123IV
M.Esu35585I	M.Esu35585I
M.Esu35585I	M.Ein12940II
S.Esu35585II	S.Esu35585II
S3.Esu35585III	S3.Esu35585III
S.Eta370II	S.Eta370II
S.Eta370II	S.Eta10396I
M.Eta10397II	M.Eta10397II
M.Evi17526I	M.Evi17526I
S2.Evi17526II	S2.Evi17526II
S.Evi17526III	S.Evi17526III
S.Fba8I	S.Fba8I
S2.Fba8II	S2.Fba8II
S.Fba202Z8I	S.Fba202Z8I
S.Fba202Z8I	S.Cba13I
Fba202Z8II	Fba202Z8II
M.Fbo11368I	M.Fbo11368I
M.Fbo11368I	M.Fdu11370I
M.Fbo11368I	M.Fgo11401I
M.Fbo11368I	M.Lch11976I
M.Fbo11368I	M.Lci12438I
M.Fbo11368I	M.Lfe11978II
M.Fbo11368I	M.Lfe12022I
M.Fbo11368I	M.Lgr12388II
M.Fbo11368I	M.Lma11982I
M.Fbo11368I	M.Lpa11983I
M.Fbo11368I	M.Lpn11192I
M.Fbo11368I	M.Lpn11230I
M.Fbo11368I	M.Lpn11417I
M.Fbo11368I	M.Lpn12000I
M.Fbo11368I	M.Lpn12024I
M.Fbo11368I	M.Lpn12174I
M.Fbo11368I	M.Lpn12821I
M.Fbo11368I	M.Lsa11988III
M.Fbo11368I	M.Lsa12450I
M.Fbo11368I	M.Lst11991I
S.FchCBS1I	S.FchCBS1I
S.Fco1691I	S.Fco1691I
M.Fco1691II	M.Fco1691II
M.Fco1691II	M.AflV
M.Fco1691II	M.Coc11546I
M.Fco1691II	M.EcoRI
M.Fco1691II	M.Mae7806SLIII
M.Fco1691II	M.Mpa1757II
M.Fco1691II	M.Pgi66I
M.Fco1691II	M.Hpy30IV
M.Fco1691II	M.Hpy300III
M.Fco1691II	M.Hpy13345VII
M.Fco1691II	M.HpyAs003VI
M.Fco1691II	M.HpyAs005VIII
M.Fco1691II	M.HpyPII
M.Fco1691II	M.HpyPU006VIII
M.Fco1691II	M.HpySH002VII
M.Fco1691II	M2.Pdi8503IV
M.Fco1691II	M.Van91II
M.Fco1691II	M.Ran11014I
M.Fco1691III	M.Fco1691III
Fco1691IV	Fco1691IV
M.Fen1006I	M.Fen1006I
S2.Fen1006II	S2.Fen1006II
S.Fen1006III	S.Fen1006III
S.Fhi13514I	S.Fhi13514I
S1.Fhi13514II	S1.Fhi13514II
S3.Fhi13514II	S3.Fhi13514II
M1.FisAW1II	M1.FisAW1II
M.FisAW1IV	M.FisAW1IV
M.Fla104114I	M.Fla104114I
Fla104114II	Fla104114II
S.Fli6794I	S.Fli6794I
S.Lci12438II	S.Lci12438II
S.Lci12438III	S.Lci12438III
M.Lco3167I	M.Lco3167I
M.Lco3535I	M.Lco3535I
M.Lco3535I	M.Lba1992I
S.Lco3535II	S.Lco3535II
M.Lcr023I	M.Lcr023I
M.Lcr023I	M.Sac11291II
M.Lcr023I	M.SfaNI
M.Lcr023I	M.Spe13835I
M.Lcr023I	M.Sxy21324I
S.Lcr023III	S.Lcr023III
S.Lcr023III	S.Lcr147V
S.Lcr023III	S.Lme10817I
S.Lcr023V	S.Lcr023V
S.Lcr023V	S.Lcr023II
S.Lcr023V	S.Lcr023IV
S.Lcr023V	S.Lla1820II
S.Lcr023V	S.LlaUC06IV
S.Lcr023V	S.Bce2599I
S.Lcr023V	S.Sin13760I
Lcr047I	Lcr047I
Lcr047I	Lcr007II
M.Lcr109III	M.Lcr109III
M.Lcr109III	M.Lcr007I
M.Lcr109III	M.Lcr073I
M.Lcr109III	M.SthCS8III
S.Lcr109V	S.Lcr109V
M.Lcr147I	M.Lcr147I
M.Lcr147I	M.Eav182I
M.Lcr147I	M.Lcr310VI
M.Lcr147I	M.Lcr700I
M.Lcr147I	M.Lgr10812I
M.Lcr147I	M.Lla77I
M.Lcr147I	M.LlaDRC3IV
M.Lcr147I	M.Lra68II
M.Lcr147I	M.Lba1989III
M.Lcr147I	M.Lbr124I
M.Lcr147I	M.Lme10817I
S.Lcr147II	S.Lcr147II
S.Lcr147II	S.Lcr147IV
S.Lcr147III	S.Lcr147III
S.Lcr147III	S.Lcr109I
S.Lcr147III	S.Lcr1196III
S.Lcr147III	S.LlaUC06II
S.Lcr147VII	S.Lcr147VII
S.Lcr147VII	S.Lcr310II
S.Lcr147VII	S.Lla816I
Lcr147VIII	Lcr147VIII
Lcr147VIII	LcrJM1V
S.Lcr158I	S.Lcr158I
S.Lcr158I	S.Lla77II
S.Lcr158I	S.Lla77III
S.Lcr158I	S.Lla229IV
M1.Lcr158II	M1.Lcr158II
M1.Lcr158II	M1.LcrA22II
Lcr310I	Lcr310I
Lcr310I	LcrJM4II
Lcr310I	Lcr147VI
S.Lcr310IV	S.Lcr310IV
S.Lcr310V	S.Lcr310V
S.Lcr700I	S.Lcr700I
S.Lcr700I	S.EfaC8176I
S.Lcr700II	S.Lcr700II
S3.LcrJM1I	S3.LcrJM1I
S3.LcrJM1I	S1.Lcr073II
S3.LcrJM1I	S1.Sag413I
S3.LcrJM1I	S3.Sag8180I
S3.LcrJM1I	S.Seq7022I
S.LcrJM2V	S.LcrJM2V
S.LcrJM2V	S1.EfaDGI
S.LcrJM2V	S.LlaDRC3III
LcrJM3I	LcrJM3I
LcrJM3II	LcrJM3II
M1.LcrJM3II	M1.LcrJM3II
M2.LcrJM3II	M2.LcrJM3II
M.LcrJM4I	M.LcrJM4I
M.LcrJM4I	M.NheI
M.LcrJM4I	M.Sps7151II
M1.Lcu5I	M1.Lcu5I
M1.Lcu5I	M.Lmo502I
M2.Lcu5I	M2.Lcu5I
M2.Lcu5I	M2.Ssu2479I
M2.Lcu5I	M2.DpnII
M2.Lcu5I	M2.LlaAI
M2.Lcu5I	M2.LlaDCHI
M2.Lcu5I	M2.SmuUI
M2.Lcu5I	M2.Spn51I
M2.Lcu5I	M1.Spn11888II
M2.Lcu5I	M2.Ssu4109I
M.Lcu5III	M.Lcu5III
M.Lcu5III	M.Lpa566I
S1.Lde4408I	S1.Lde4408I
Lde4408II	Lde4408II
M.LdeF01I	M.LdeF01I
M.LdeF01I	M.Lum23576II
M.LdeF01I	M.AmuI
M.LdeF01I	M.Bbi13001I
M.LdeF01I	M.BbiDII
M.LdeF01I	M.Bbr17III
M.LdeF01I	M.Bbr26III
M.LdeF01I	M.Bbr28I
M.LdeF01I	M.Bbr57I
M.LdeF01I	M.Bbr82I
M.LdeF01I	M.Bbr215III
M.LdeF01I	M.Blo30698II
M.LdeF01I	M.BloY08I
M.LdeF01I	M.Cur12011I
M.LdeF01I	M.Cje328I
M.LdeF01I	M.Hha1659I
S.LdeF01I	S.LdeF01I
S1.LdeF01II	S1.LdeF01II
S1.LdeF01II	S.Lcr310III
S1.LdeF01II	S.LcrJM1II
S1.LdeF36I	S1.LdeF36I
S.LdeLJJI	S.LdeLJJI
M.LdeLJJII	M.LdeLJJII
M.LdeLJJII	M.LdeF36III
M.PcoRK1III	M.PcoRK1III
M.PcoRK1III	M.Bth10792TI
M.PcoRK1IV	M.PcoRK1IV
M.PcoRK1IV	M.CspBP25II
M.PcoRK1V	M.PcoRK1V
M.PcoRK1V	M.Mru1279IV
M.PcoRK1V	M.Sen1853III
M.PcoRK1V	M.Psp10HI
M.PcoRK1V	M.Nwe12742I
M.PcoRK1V	M.Sen7308II
S.Pcr308III	S.Pcr308III
M.Pcr308V	M.Pcr308V
S.Pcr308V	S.Pcr308V
S2.Pcr12858I	S2.Pcr12858I
M.Pcr12858II	M.Pcr12858II
S.Pda11646I	S.Pda11646I
S.Pda11647I	S.Pda11647I
S.Pda11648I	S.Pda11648I
S.Pda11648I	S.AspACNIH1II
S.PdaNa1II	S.PdaNa1II
S1.Pde12937I	S1.Pde12937I
S2.PdeF0105I	S2.PdeF0105I
M.PdeF0119I	M.PdeF0119I
M.PdeF0119I	M.Pde1525I
S.PdeF0119I	S.PdeF0119I
S.PdeF0119I	S.Pde1525I
M.PdeF0288I	M.PdeF0288I
M.PdeF0288I	M.CchI
M.PdeF0288I	M.Dac11109III
M.PdeF0288I	M.Pla5I
M.PdeF0288I	M.HspKM1WII
M.PdeF0288II	M.PdeF0288II
M.PdeF0288II	M.Pde13067I
M.PdeF0288II	M.PspF0648VI
M.PdeF0288II	M.Seq001I
M.PdeF0288II	M.Bco11035II
M.PdeF0288II	M.Pin11088I
M.PdeF0288II	M.Seq9682I
M.PdeF0288III	M.PdeF0288III
Pdi344I	Pdi344I
Pdi344I	Pdi8503III
Pdi344I	PspAT13III
M.Pdi8503I	M.Pdi8503I
M.Pdi8503I	M.AccII
M1.Pdi8503IV	M1.Pdi8503IV
M1.Pdi8503IV	M.RsrI
S2.Pdi11157I	S2.Pdi11157I
S3.Pdi11157I	S3.Pdi11157I
S1.Pdo1046II	S1.Pdo1046II
M.Pdo1047I	M.Pdo1047I
M.Pdo1047III	M.Pdo1047III
M.Pdo1047III	M.Dpn677I
M.Pdo1047III	M.Ein12940I
M.Pdo1047III	M.GspSmI
M.Pdo1047III	M.Lum23576III
M.Pdo1047III	M.MtiW9173I
M.Pdo1047III	M.EliB2I
M.Pdo1047III	M.CgaBS1III
M.Pdo1047III	M.Pdi11157I
M.Pdo1047III	M.Pme306II
M.Pdo1047III	M.Pni109II
M.Pdo1047III	M.Por13071I
M.Pdo1047III	M.Psp475I
M.Pdo1047III	M.Psp1327II
M.Pdo1047III	M.PbrTC11I
M.Pdo1047III	M.Pme13052II
M.Pdo1047III	M.Sru2024II
S2.Pdo1047III	S2.Pdo1047III
S1.Pdo1048III	S1.Pdo1048III
S2.Pdo1050III	S2.Pdo1050III
M.PduII	M.PduII
M.PduIV	M.PduIV
PenI	PenI
M.PenI	M.PenI
M.Pen13058II	M.Pen13058II
M.Pen13058II	M.Pin17FIV
S.Pen13058II	S.Pen13058II
M.Pen13058III	M.Pen13058III
M.Pen13058III	M.Pmu96I
M.Pen13058III	M.NsoJS138II
M.Pfe45I	M.Pfe45I
S.Pfe45I	S.Pfe45I
M.Pfe13482II	M.Pfe13482II
S.Pfe13482II	S.Pfe13482II
M.Pfe13482III	M.Pfe13482III
S.Pfe13482III	S.Pfe13482III
S.Pfl300I	S.Pfl300I
S.Pfl3756I	S.Pfl3756I
S.Pfl9428I	S.Pfl9428I
M.Pfl10038I	M.Pfl10038I
S.Pfl10392I	S.Pfl10392I
S.Pfl10392I	S.Bgl188I
S.Pfl10392I	S.EcoW25II
S.Pfl10392I	S.Kpn139III
S.Pfl10392I	S.Eco13846II
S.Pfl10783I	S.Pfl10783I
S.Pfl10783I	S.PaeC59I
S.Sen5793III	S.Sen5793III
S.Sen5793III	S.EcoA30II
Sen5794III	Sen5794III
Sen5794III	Sen4840II
Sen5800I	Sen5800I
Sen5800I	Eco10418I
Sen5800I	EcoC9964I
Sen5800I	Kcr10483I
Sen5800I	Sen9884II
Sen5800I	Aba7804II
Sen5800I	AspDUT2V
Sen5800I	Eco8620I
Sen5800I	Sen5722III
Sen5800I	Sen5798I
Sen5800I	SenA1673III
S.Sen6020III	S.Sen6020III
S.Sen6020III	S.Cbr290I
S.Sen6020III	S.Kpn9156I
S2.Sen6245II	S2.Sen6245II
S3.Sen6245II	S3.Sen6245II
S.Sen6480III	S.Sen6480III
S.Sen6480III	S.Eco3165I
S.Sen6480III	S.Eco9966II
S.Sen6480III	S.Eae35I
S1.Sen7102I	S1.Sen7102I
M.Sen7300II	M.Sen7300II
M1.Sen7349IV	M1.Sen7349IV
M2.Sen7349IV	M2.Sen7349IV
M2.Sen7349IV	M.Acc65I
S.Sen7349V	S.Sen7349V
S.Sen7349V	S.Eco9070I
S.Sen7349V	S.EcoA30I
S.Sen7349V	S.Sen5773I
S.Sen7349V	S.Eco10082I
S.Sen7388III	S.Sen7388III
S.Sen7406I	S.Sen7406I
S1.Sen8256II	S1.Sen8256II
S2.Sen8256II	S2.Sen8256II
S1.Sen8261II	S1.Sen8261II
S2.Sen8261II	S2.Sen8261II
S.Sen8267I	S.Sen8267I
TliI	TliI
M.TliI	M.TliI
M.TliII	M.TliII
TmaI	TmaI
M.TmaI	M.TmaI
M.TmeBIII	M.TmeBIII
S.TmeBIII	S.TmeBIII
M.TmeBIV	M.TmeBIV
M.TmeBIV	M.FnoB1III
M.TmeBIV	M.FisAW1III
M.TneI	M.TneI
M.TneI	M.ApeKI
S.Tpa10741I	S.Tpa10741I
M.Tpe1534I	M.Tpe1534I
M.Tpe1534I	M.PspBM10II
S.Tpe1534I	S.Tpe1534I
M.Tph12270III	M.Tph12270III
M.Tpr11158I	M.Tpr11158I
M.Tpu13230I	M.Tpu13230I
M.Tpu13230I	M.PfrJS12III
M.Tpy5224I	M.Tpy5224I
M.Tpy5224I	M.Bpu10327II
S.Tpy5224I	S.Tpy5224I
M.TpyTP4II	M.TpyTP4II
S.TpyTP4II	S.TpyTP4II
TsoI	TsoI
TsoI	TspDTI
Tsp45I	Tsp45I
Tsp509I	Tsp509I
S.Tsp991I	S.Tsp991I
S.Tsp23208I	S.Tsp23208I
M.Tsp23208II	M.Tsp23208II
M.Tsp23208II	M.Tal28II
S.Tsp23208II	S.Tsp23208II
S.Tsp23208II	S.Tal28II
S.TspARh3II	S.TspARh3II
TspGWI	TspGWI
TspGWI	TaqII
TspMI	TspMI
M.TspMI	M.TspMI
S.TspMA26I	S.TspMA26I
S.TspMA26I	S.Spu12093I
M.TspPM5I	M.TspPM5I
S.TspPM5II	S.TspPM5II
M.TspPSB1IV	M.TspPSB1IV
M.TspPSB1VI	M.TspPSB1VI
M.TspPSB1VI	M.Lsp6406VIII
M.TspPSB1VI	M.Pae10731I
S2.TspPSB1VI	S2.TspPSB1VI
M.TspPSB1VII	M.TspPSB1VII
M.TspPSB1VII	M.Bfl4941II
M.TspPSB1VII	M.CmaLM2III
M.TspPSB1VII	M.Kzo10597II
M.TspPSB1VII	M.Sag908I
M.TspPSB1VII	M.Sau251II
M.TspPSB1VII	M.Sau772III
M.TspPSB1VII	M.Sau3761I
M.TspPSB1VII	M.Sau5464II
M.TspPSB1VII	M.SauE503II
M.TspPSB1VII	M.SauJKDIII
M.TspPSB1VII	M.Sco11041I
M.TspPSB1VII	M.Sep36I
M.TspPSB1VII	M.Sep153I
M.TspPSB1VII	M.Sep157I
M.TspPSB1VII	M.Sep711I
M.TspPSB1VII	M.Sep736I
M.TspPSB1VII	M.Sep4008I
M.TspPSB1VII	M.Sep11047I
M.TspPSB1VII	M.SepIRL01I
M.TspPSB1VII	M.Sha148II
M.TspPSB1VII	M.Shy10350I
M.TspPSB1VII	M.Slu143II
M.TspPSB1VII	M.Ssa336I
M.TspPSB1VII	M.Ssa7526I
M.TspPSB1VII	M.Ssc2142I
M.TspPSB1VII	M.Sst13839I
M.TspPSB1VII	M.Sxy121I
M.TspPSB1VII	M.Sxy1693I
M.TspPSB1VII	M.OpiAA2II
M.TspPSB1VII	M.NspC01I
M.TspPSB1VII	M.SspRAC02I
M.TspPSB1VII	M.Pbe24997I
M.TspPSB1VII	M.Pma6355II
M.TspPSB1VII	M.Psp273I
M.TspPSB1VII	M.Pth11027I
M.TspPSB1VII	M.Tsp23208I
M.TspPSB1VII	M.PinP48I
M.TspPSB1VII	M.PinP30II
S.TspPSB1VII	S.TspPSB1VII
M.TspPSB1VIII	M.TspPSB1VIII
M.TspPSB1VIII	M.PbaBD1I
M.TspPSB1VIII	M.Dsp964II
S.TspPSB1VIII	S.TspPSB1VIII
M.TspPSB1IX	M.TspPSB1IX
M.TspPSB1IX	M.EsaWC2II
S.TspPSB1X	S.TspPSB1X
TspRI	TspRI
M.TspRI	M.TspRI
S.TspUJ94I	S.TspUJ94I
M.TspUJ94II	M.TspUJ94II
M.TspUJ94II	M.GspJM1II
S.TspUJ94II	S.TspUJ94II
M.TspX514I	M.TspX514I
M.Tsu2489II	M.Tsu2489II
M.Tsu2489II	M.Hpy51I
M.Tsu2489II	M.Hpy99II
M.Tsu2489II	M.Hpy300XIII
M.Tsu2489II	M.Hpy12823X
M.Tsu2489II	M.HpyAs004X
M.Tsu2489II	M.HpyLIM6IX
M.Tsu2489II	M.HpyPU004XI
M.Tsu2489II	M.HpySH014X
M.Tsu2489II	M.PbaD3III
M.Tsu2489II	M.Ast2I
M.Tsu2489II	M.Ast1V
M.Tsu2489II	M.Hci12221III
M.Tsu2489II	M.Pni630III
M.Tsu2489II	M.Pdi11157IV
M.Tsu2489II	M.Pni109III
M.Tsu2489II	M.PspF0043II
M.Tsu2489II	M.Tsp45I
M.Tsu2489III	M.Tsu2489III
M.TteMI	M.TteMI
S.TteMI	S.TteMI
Tth111I	Tth111I
Tth111II	Tth111II
Tth111II	TthHB27I
M.TthHB8I	M.TthHB8I
M.TthHB8I	M.EsaWC4I
M.TthHB8I	M.TpaRLI
M.TthHB8I	M.EsaWC3I
M.TthHB8I	M.Tam77409III
M.Cko25IV	M.Cko25IV
M.Cko25IV	M.Ahy78II
M.Cko25IV	M.Sma92II
M1.Cko10770II	M1.Cko10770II
S.Cko10810I	S.Cko10810I
S.Cko11076I	S.Cko11076I
M.Ckr177II	M.Ckr177II
M.Ckr177II	M.CbeI
M.Ckr177II	M.Chy108I
M.Ckr177III	M.Ckr177III
M.Cku949I	M.Cku949I
M.Cku949I	M.Cdi380I
S.Cku949I	S.Cku949I
S.Cku11138I	S.Cku11138I
Cku11138II	Cku11138II
Cku11138II	CstMI
Cku11138II	ApyPI
Cku11138II	Mlu7503IV
S.Cla11466I	S.Cla11466I
S.Cla11466I	S.AveCB51I
S.Cla11466I	S.Van12159III
S.Cla11466I	S.Vph10884I
S.Cla12893I	S.Cla12893I
M.Cla13003I	M.Cla13003I
M.Cla13003I	M.SspRSPHI
S.Cla13003I	S.Cla13003I
